scenario,num_runs,ecp_utility,system_utility,avg_coalition_size,avg_nonce_length,avg_bandwidth_kb,blocks_found,total_rewards
Enhanced Architecture (J=7),5,"{'mean': 57456.0, 'std': 0.0, 'min': 57456.0, 'max': 57456.0, 'ci_95': (57456.0, 57456.0)}","{'mean': 60867.82460491423, 'std': 1086.9494368915518, 'min': 59027.03196380966, 'max': 61986.21101211016, 'ci_95': (59358.89688308671, 62376.75232674176)}","{'mean': 1.0, 'std': 0.0}","{'mean': 288.0, 'std': 0.0}","{'mean': 106.7109375, 'std': 3.2266488052168043, 'min': 101.2177734375, 'max': 110.1533203125}",9.4,18237.964410290944
