scenario,num_runs,ecp_utility,system_utility,avg_coalition_size,avg_nonce_length,avg_bandwidth_kb,blocks_found,total_rewards
Enhanced Architecture (J=3),5,"{'mean': 57456.0, 'std': 0.0, 'min': 57456.0, 'max': 57456.0, 'ci_95': (57456.0, 57456.0)}","{'mean': 61262.44368603094, 'std': 790.4590590231471, 'min': 60106.513175460255, 'max': 62080.53436623693, 'ci_95': (60165.110593388905, 62359.77677867298)}","{'mean': 1.0, 'std': 0.0}","{'mean': 288.0, 'std': 0.0}","{'mean': 106.0224609375, 'std': 2.1001997716432945, 'min': 102.6826171875, 'max': 109.0546875}",9.8,19081.01929344773
