scenario,num_runs,ecp_utility,system_utility,avg_coalition_size,avg_nonce_length,avg_bandwidth_kb,blocks_found,total_rewards
Multi-Coalition (J=3 Naive),5,"{'mean': 57456.0, 'std': 0.0, 'min': 57456.0, 'max': 57456.0, 'ci_95': (57456.0, 57456.0)}","{'mean': 60932.30959249932, 'std': 763.7921578468348, 'min': 59662.06545581257, 'max': 61933.532281737156, 'ci_95': (59871.99609347816, 61992.62309152047)}","{'mean': 1.0, 'std': 0.0}","{'mean': 288.0, 'std': 0.0}","{'mean': 689.208984375, 'std': 24.498389522014776, 'min': 651.123046875, 'max': 714.111328125}",9.6,18617.53198154589
